research_question;seed_url;final_seed_url;seed_http_status;seed_content_type;source_page_title;target_url;anchor_text;same_domain;dom_container;section_heading;surrounding_text;status;class;rule;reason;error
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;200;"text/html; charset=utf-8";2024 list of UK headquartered global systemically important institutions (G-SII) | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/careers/career-returner;Career Returner Programme;True;nav;;Career Returner Programme;CLASSIFIED;NAVIGATION;P-3;group 'navigation' inside <nav> without direct topic match;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;200;"text/html; charset=utf-8";2024 list of UK headquartered global systemically important institutions (G-SII) | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/careers/future-talent;Future talent;True;nav;;Future talent;CLASSIFIED;NAVIGATION;P-3;group 'navigation' inside <nav> without direct topic match;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;200;"text/html; charset=utf-8";2024 list of UK headquartered global systemically important institutions (G-SII) | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/careers/our-locations;Our locations;True;nav;;Our locations;CLASSIFIED;NAVIGATION;P-3;group 'navigation' inside <nav> without direct topic match;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;200;"text/html; charset=utf-8";2024 list of UK headquartered global systemically important institutions (G-SII) | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/careers/research-careers;Research careers;True;nav;;Research careers;CLASSIFIED;POTENTIALLY_RELEVANT;P-6;group research (primary) x topic_match none;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;200;"text/html; charset=utf-8";2024 list of UK headquartered global systemically important institutions (G-SII) | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/careers/we-value-diversity-and-inclusion;We value diversity and inclusion;True;nav;;We value diversity and inclusion;CLASSIFIED;NAVIGATION;P-3;group 'navigation' inside <nav> without direct topic match;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;200;"text/html; charset=utf-8";2024 list of UK headquartered global systemically important institutions (G-SII) | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/careers/what-we-offer-you;What we offer you;True;nav;;What we offer you;CLASSIFIED;NAVIGATION;P-3;group 'navigation' inside <nav> without direct topic match;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;200;"text/html; charset=utf-8";2024 list of UK headquartered global systemically important institutions (G-SII) | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/careers/why-you-should-join-us;Why you should join us;True;nav;;Why you should join us;CLASSIFIED;NAVIGATION;P-3;group 'navigation' inside <nav> without direct topic match;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;200;"text/html; charset=utf-8";2024 list of UK headquartered global systemically important institutions (G-SII) | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/climate-change;Climate change;True;nav;;Climate change;CLASSIFIED;NAVIGATION;P-3;group 'None' inside <nav> without direct topic match;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;200;"text/html; charset=utf-8";2024 list of UK headquartered global systemically important institutions (G-SII) | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/the-digital-pound;Digital pound;True;nav;;Digital pound;CLASSIFIED;NAVIGATION;P-3;group 'None' inside <nav> without direct topic match;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;200;"text/html; charset=utf-8";2024 list of UK headquartered global systemically important institutions (G-SII) | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/education;Education;True;nav;;Education Open Education sub menu Back to main menu Competitions Education resources Research support programme Request a speaker for your school;CLASSIFIED;NAVIGATION;P-3;group 'None' inside <nav> without direct topic match;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;200;"text/html; charset=utf-8";2024 list of UK headquartered global systemically important institutions (G-SII) | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/education/competitions;Competitions;True;nav;;Competitions;CLASSIFIED;NAVIGATION;P-3;group 'None' inside <nav> without direct topic match;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;200;"text/html; charset=utf-8";2024 list of UK headquartered global systemically important institutions (G-SII) | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/education/education-resources;Education resources;True;nav;;Education resources;CLASSIFIED;NAVIGATION;P-3;group 'None' inside <nav> without direct topic match;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;200;"text/html; charset=utf-8";2024 list of UK headquartered global systemically important institutions (G-SII) | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/education/research-support-programme;Research support programme;True;nav;;Research support programme;CLASSIFIED;POTENTIALLY_RELEVANT;P-6;group research (primary) x topic_match none;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;200;"text/html; charset=utf-8";2024 list of UK headquartered global systemically important institutions (G-SII) | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/education/school-visits;Request a speaker for your school;True;nav;;Request a speaker for your school;CLASSIFIED;NAVIGATION;P-3;group 'None' inside <nav> without direct topic match;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;200;"text/html; charset=utf-8";2024 list of UK headquartered global systemically important institutions (G-SII) | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/financial-stability;Financial stability;True;nav;;Financial stability Open Financial stability sub menu Back to main menu Digital Securities Sandbox (DSS) Financial market infrastructure supervision Operational resilience of the financial sector Resolution Trade Repository (TR) Data Collections;CLASSIFIED;POTENTIALLY_RELEVANT;P-6;group topic_landing (secondary) x topic_match partial;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;200;"text/html; charset=utf-8";2024 list of UK headquartered global systemically important institutions (G-SII) | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/financial-stability/digital-securities-sandbox;Digital Securities Sandbox (DSS);True;nav;;Digital Securities Sandbox (DSS);CLASSIFIED;POTENTIALLY_RELEVANT;P-6;group topic_landing (secondary) x topic_match partial;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;200;"text/html; charset=utf-8";2024 list of UK headquartered global systemically important institutions (G-SII) | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/financial-stability/financial-market-infrastructure-supervision;Financial market infrastructure supervision;True;nav;;Financial market infrastructure supervision;CLASSIFIED;POTENTIALLY_RELEVANT;P-6;group topic_landing (secondary) x topic_match partial;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;200;"text/html; charset=utf-8";2024 list of UK headquartered global systemically important institutions (G-SII) | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/financial-stability/operational-resilience-of-the-financial-sector;Operational resilience of the financial sector;True;nav;;Operational resilience of the financial sector;CLASSIFIED;POTENTIALLY_RELEVANT;P-6;group topic_landing (secondary) x topic_match partial;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;200;"text/html; charset=utf-8";2024 list of UK headquartered global systemically important institutions (G-SII) | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/financial-stability/resolution;Resolution;True;nav;;Resolution;CLASSIFIED;HIGH_VALUE;P-6;group regulatory_decision (primary) x topic_match partial;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;200;"text/html; charset=utf-8";2024 list of UK headquartered global systemically important institutions (G-SII) | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/financial-stability/trade-repository-data;Trade Repository (TR) Data Collections;True;nav;;Trade Repository (TR) Data Collections;CLASSIFIED;POTENTIALLY_RELEVANT;P-6;group data (secondary) x topic_match partial;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;200;"text/html; charset=utf-8";2024 list of UK headquartered global systemically important institutions (G-SII) | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/gold;Gold;True;nav;;Gold;CLASSIFIED;NAVIGATION;P-3;group 'None' inside <nav> without direct topic match;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;200;"text/html; charset=utf-8";2024 list of UK headquartered global systemically important institutions (G-SII) | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/markets;Markets;True;nav;;Markets Open Markets sub menu Back to main menu Bank of England Market Operations Guide Eligible collateral Fair and Effective Markets Foreign currency reserves Greening our Corporate Bond Purchase Scheme (CBPS) Market intelligence Money Markets Committee and UK Money Markets Code Settlement and col;CLASSIFIED;NAVIGATION;P-3;group 'None' inside <nav> without direct topic match;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;200;"text/html; charset=utf-8";2024 list of UK headquartered global systemically important institutions (G-SII) | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/markets/bank-of-england-market-operations-guide;Bank of England Market Operations Guide;True;nav;;Bank of England Market Operations Guide;CLASSIFIED;NAVIGATION;P-3;group 'None' inside <nav> without direct topic match;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;200;"text/html; charset=utf-8";2024 list of UK headquartered global systemically important institutions (G-SII) | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/markets/eligible-collateral;Eligible collateral;True;nav;;Eligible collateral;CLASSIFIED;NAVIGATION;P-3;group 'None' inside <nav> without direct topic match;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;200;"text/html; charset=utf-8";2024 list of UK headquartered global systemically important institutions (G-SII) | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/markets/fair-and-effective-markets;Fair and Effective Markets;True;nav;;Fair and Effective Markets;CLASSIFIED;NAVIGATION;P-3;group 'None' inside <nav> without direct topic match;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;200;"text/html; charset=utf-8";2024 list of UK headquartered global systemically important institutions (G-SII) | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/markets/foreign-currency-reserves;Foreign currency reserves;True;nav;;Foreign currency reserves;CLASSIFIED;NAVIGATION;P-3;group 'None' inside <nav> without direct topic match;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;200;"text/html; charset=utf-8";2024 list of UK headquartered global systemically important institutions (G-SII) | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/markets/greening-the-corporate-bond-purchase-scheme;Greening our Corporate Bond Purchase Scheme (CBPS);True;nav;;Greening our Corporate Bond Purchase Scheme (CBPS);CLASSIFIED;NAVIGATION;P-3;group 'None' inside <nav> without direct topic match;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;200;"text/html; charset=utf-8";2024 list of UK headquartered global systemically important institutions (G-SII) | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/markets/market-intelligence;Market intelligence;True;nav;;Market intelligence;CLASSIFIED;NAVIGATION;P-3;group 'None' inside <nav> without direct topic match;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;200;"text/html; charset=utf-8";2024 list of UK headquartered global systemically important institutions (G-SII) | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/markets/money-markets-committee-and-uk-money-markets-code;Money Markets Committee and UK Money Markets Code;True;nav;;Money Markets Committee and UK Money Markets Code;CLASSIFIED;NAVIGATION;P-3;group 'None' inside <nav> without direct topic match;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;200;"text/html; charset=utf-8";2024 list of UK headquartered global systemically important institutions (G-SII) | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/markets/collateral-and-settlement;Settlement and collateral management;True;nav;;Settlement and collateral management;CLASSIFIED;NAVIGATION;P-3;group 'None' inside <nav> without direct topic match;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;200;"text/html; charset=utf-8";2024 list of UK headquartered global systemically important institutions (G-SII) | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/markets/sonia-benchmark;SONIA interest rate benchmark;True;nav;;SONIA interest rate benchmark;CLASSIFIED;HIGH_VALUE;P-6;group data (secondary) x topic_match direct;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;200;"text/html; charset=utf-8";2024 list of UK headquartered global systemically important institutions (G-SII) | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/markets/the-sterling-bond-portfolio;The Sterling Bond Portfolio;True;nav;;The Sterling Bond Portfolio;CLASSIFIED;NAVIGATION;P-3;group 'None' inside <nav> without direct topic match;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;200;"text/html; charset=utf-8";2024 list of UK headquartered global systemically important institutions (G-SII) | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/markets/transition-to-sterling-risk-free-rates-from-libor;Transition from LIBOR to risk-free rates;True;nav;;Transition from LIBOR to risk-free rates;CLASSIFIED;HIGH_VALUE;P-6;group data (secondary) x topic_match direct;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;200;"text/html; charset=utf-8";2024 list of UK headquartered global systemically important institutions (G-SII) | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/monetary-policy;Monetary policy;True;nav;;Monetary policy Open Monetary policy sub menu Back to main menu Inflation and the 2% target Quantitative easing Interest rates and Bank Rate;CLASSIFIED;NAVIGATION;P-3;group 'None' inside <nav> without direct topic match;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;200;"text/html; charset=utf-8";2024 list of UK headquartered global systemically important institutions (G-SII) | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/monetary-policy/inflation;Inflation and the 2% target;True;nav;;Inflation and the 2% target;CLASSIFIED;NAVIGATION;P-3;group 'None' inside <nav> without direct topic match;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;200;"text/html; charset=utf-8";2024 list of UK headquartered global systemically important institutions (G-SII) | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/monetary-policy/quantitative-easing;Quantitative easing;True;nav;;Quantitative easing;CLASSIFIED;NAVIGATION;P-3;group 'None' inside <nav> without direct topic match;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;200;"text/html; charset=utf-8";2024 list of UK headquartered global systemically important institutions (G-SII) | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/monetary-policy/the-interest-rate-bank-rate;Interest rates and Bank Rate;True;nav;;Interest rates and Bank Rate;CLASSIFIED;HIGH_VALUE;P-6;group data (secondary) x topic_match direct;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;200;"text/html; charset=utf-8";2024 list of UK headquartered global systemically important institutions (G-SII) | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/payments;Payments;True;nav;;Payments Open Payments sub menu Back to main menu Banking services CHAPS Payment and settlement Payments innovation;CLASSIFIED;NAVIGATION;P-3;group 'None' inside <nav> without direct topic match;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;200;"text/html; charset=utf-8";2024 list of UK headquartered global systemically important institutions (G-SII) | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/payments/banking-services;Banking services;True;nav;;Banking services;CLASSIFIED;NAVIGATION;P-3;group 'None' inside <nav> without direct topic match;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;200;"text/html; charset=utf-8";2024 list of UK headquartered global systemically important institutions (G-SII) | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/payments/chaps;CHAPS;True;nav;;CHAPS;CLASSIFIED;NAVIGATION;P-3;group 'None' inside <nav> without direct topic match;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;200;"text/html; charset=utf-8";2024 list of UK headquartered global systemically important institutions (G-SII) | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/payments/payment-settlement;Payment and settlement;True;nav;;Payment and settlement;CLASSIFIED;NAVIGATION;P-3;group 'None' inside <nav> without direct topic match;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;200;"text/html; charset=utf-8";2024 list of UK headquartered global systemically important institutions (G-SII) | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/payments/payments-innovation;Payments innovation;True;nav;;Payments innovation;CLASSIFIED;NAVIGATION;P-3;group 'None' inside <nav> without direct topic match;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;200;"text/html; charset=utf-8";2024 list of UK headquartered global systemically important institutions (G-SII) | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/prudential-regulation;Prudential regulation;True;nav;;Prudential regulation Open Prudential regulation sub menu Back to main menu Authorisations New Bank Start-up Unit New Insurer Start-up Unit Policy Prudential and Resolution Policy Index Regulatory reporting Our secondary objectives Supervision The Bank of England’s approach to enforcement;CLASSIFIED;POTENTIALLY_RELEVANT;P-6;group regulatory_decision (primary) x topic_match none;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;200;"text/html; charset=utf-8";2024 list of UK headquartered global systemically important institutions (G-SII) | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/prudential-regulation/authorisations;Authorisations;True;nav;;Authorisations;CLASSIFIED;POTENTIALLY_RELEVANT;P-6;group regulatory_decision (primary) x topic_match none;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;200;"text/html; charset=utf-8";2024 list of UK headquartered global systemically important institutions (G-SII) | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/prudential-regulation/new-bank-start-up-unit;New Bank Start-up Unit;True;nav;;New Bank Start-up Unit;CLASSIFIED;POTENTIALLY_RELEVANT;P-6;group regulatory_decision (primary) x topic_match none;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;200;"text/html; charset=utf-8";2024 list of UK headquartered global systemically important institutions (G-SII) | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/prudential-regulation/new-insurer-start-up-unit;New Insurer Start-up Unit;True;nav;;New Insurer Start-up Unit;CLASSIFIED;POTENTIALLY_RELEVANT;P-6;group regulatory_decision (primary) x topic_match none;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;200;"text/html; charset=utf-8";2024 list of UK headquartered global systemically important institutions (G-SII) | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/prudential-regulation/policy;Policy;True;nav;;Policy;CLASSIFIED;POTENTIALLY_RELEVANT;P-6;group regulatory_decision (primary) x topic_match none;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;200;"text/html; charset=utf-8";2024 list of UK headquartered global systemically important institutions (G-SII) | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/prudential-regulation/prudential-and-resolution-policy-index;Prudential and Resolution Policy Index;True;nav;;Prudential and Resolution Policy Index;CLASSIFIED;POTENTIALLY_RELEVANT;P-6;group regulatory_decision (primary) x topic_match none;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;200;"text/html; charset=utf-8";2024 list of UK headquartered global systemically important institutions (G-SII) | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/prudential-regulation/regulatory-reporting;Regulatory reporting;True;nav;;Regulatory reporting;CLASSIFIED;POTENTIALLY_RELEVANT;P-6;group regulatory_decision (primary) x topic_match none;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;200;"text/html; charset=utf-8";2024 list of UK headquartered global systemically important institutions (G-SII) | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/prudential-regulation/our-secondary-objectives;Our secondary objectives;True;nav;;Our secondary objectives;CLASSIFIED;POTENTIALLY_RELEVANT;P-6;group regulatory_decision (primary) x topic_match none;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;200;"text/html; charset=utf-8";2024 list of UK headquartered global systemically important institutions (G-SII) | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/prudential-regulation/supervision;Supervision;True;nav;;Supervision;CLASSIFIED;POTENTIALLY_RELEVANT;P-6;group regulatory_decision (primary) x topic_match none;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;https://www.bankofengland.co.uk/prudential-regulation/publication/2024/november/2024-list-of-uk-gsiis;200;"text/html; charset=utf-8";2024 list of UK headquartered global systemically important institutions (G-SII) | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/prudential-regulation/the-bank-of-england-enforcement;The Bank of England’s approach to enforcement;True;nav;;The Bank of England’s approach to enforcement;CLASSIFIED;POTENTIALLY_RELEVANT;P-6;group regulatory_decision (primary) x topic_match none;
